Token,9999,LABEL:UYYbisXZ,Paragraph_ID,Book_Paragraph_ID,Paragraph_Reference,CollectedHitRankSummary,CollectedHits,TokensInParagraph,TotalUniquedScore,TotalUniquedScorePercentage,TotalHitCount,HitTypeTokenRatio,SummaryUnique_Hits_U,Unique_Hits_U,SummaryUnique_Hits_Y,Unique_Hits_Y,SummaryUnique_Hits_Ybis,Unique_Hits_Ybis,SummaryUnique_Hits_X,Unique_Hits_X,SummaryUnique_Hits_Z,Unique_Hits_Z,Paragraph_(lemmatized),Paragraph_(tokenized),Annotator 1,RQ1_Score,RQ1_Notes,RQ2_Score,RQ2_Notes,Remarks for further research
-- formal[1] -- -- --,3,NYNNN,P_000976,B_0000P_0976,problemlogic.p.6,Y:3:1,-- formal[1] -- -- --,60,1,1.67,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the realm of logical law , the world of abstract relation , have only thereby be reveal to we in its formal structure , and the relationship of mathematic and logic have be illuminate in a new way . i will try briefly to give an idea of this transformation and of the result it have bring to light .","TOK:The realm of logical laws , the world of abstract relations , has only thereby been revealed to us in its formal structure , and the relationship of mathematics and logic has been illuminated in a new way . I will try briefly to give an idea of this transformation and of the results it has brought to light .",,0,"since logic is contentually most general and mathematics is formal, extra information between mathematics and logic could shed light on formal vs. contentual",-1,,
-- generally[1] -- -- --,3,NYNNN,P_000980,B_0000P_0980,problemlogic.p.10,Y:3:1,-- generally[1] -- -- --,36,1,2.78,1,100,n.a.,--,Y:3:1,generally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:this approach be more appropriate than that of classification for the following reason . in judgment different logical process generally occur in combination , so that a unique corresponding classification be not possible at all .","TOK:This approach is more appropriate than that of classification for the following reason . In judgments different logical processes generally occur in combination , so that a unique corresponding classification is not possible at all .",,-1,,-1,,
-- content[1] -- -- --,3,NYNNN,P_001000,B_0000P_1000,problemlogic.p.30,Y:3:1,-- content[1] -- -- --,91,1,1.1,1,100,n.a.,--,Y:3:1,content[1],n.a.,--,n.a.,--,n.a.,--,"LEM:indeed , any complex proposition a and b can be view as a mathematical function assign to each pair of proposition a , b one of the value "" true "" or "" false . "" the actual content of the proposition a , b do not matter at all . rather , what matter be only whether a be true or false and whether b be true or false . so we be deal with truth function : to a pair of truth value another truth value be assign .","TOK:Indeed , any complex proposition A and B can be viewed as a mathematical function assigning to each pair of propositions A , B one of the values “ true ” or “ false . ” The actual content of the propositions A , B does not matter at all . Rather , what matters is only whether A is true or false and whether B is true or false . So we are dealing with truth functions : To a pair of truth values another truth value is assigned .",,-1,,-1,,
-- generally[2] -- -- --,3,NYNNN,P_001004,B_0000P_1004,problemlogic.p.34,Y:3:1,-- generally[2] -- -- --,34,1,2.94,2,50,n.a.,--,Y:3:1,generally[2],n.a.,--,n.a.,--,n.a.,--,LEM:these connexion represent all logical sentence that hold generally and in which individual proposition occur only as undivided unit . we will call the expression represent sentence that hold generally valid formula . c,TOK:These connexions represent all logical sentences that hold generally and in which individual propositions occur only as undivided units . We will call the expressions representing sentences that hold generally valid formulas . c,,-1,,-1,,
-- content[1] -- -- --,3,NYNNN,P_001006,B_0000P_1006,problemlogic.p.36,Y:3:1,-- content[1] -- -- --,87,1,1.15,1,100,n.a.,--,Y:3:1,content[1],n.a.,--,n.a.,--,n.a.,--,"LEM:certain connexion v 1 , v 2 , . . . , vk , be give ; they be build up from elementary proposition a , b , . . . , and represent true sentence for a certain interpretation of the elementary proposition . the question be whether another give connexion d of these elementary proposition follow logically whenever v 1 , v 2 , ... , vk be valid , indeed without consider the more precise content of the proposition a , b , ....","TOK:Certain connexions V 1 , V 2 , . . . , Vk , are given ; they are built up from elementary propositions A , B , . . . , and represent true sentences for a certain interpretation of the elementary propositions . The question is whether another given connexion D of these elementary propositions follows logically whenever V 1 , V 2 , ... , Vk are valid , indeed without considering the more precise content of the propositions A , B , ....",,-1,,-1,,
-- contentual[1] -- -- --,3,NYNNN,P_001015,B_0000P_1015,problemlogic.p.45,Y:3:1,-- contentual[1] -- -- --,76,1,1.32,1,100,n.a.,--,Y:3:1,contentual[1],n.a.,--,n.a.,--,n.a.,--,"LEM:this demand to exorcise the mind can indeed be met. the development of the doctrine of inference obtain in this way be analogous to the axiomatic development of a theory . certain logical law write down as formula correspond here to the axiom , and operate on formula externally accord to fix rule , that lead from the initial formula to further one , correspond to contentual reasoning that usually lead from axiom to theorem .","TOK:This demand to exorcise the mind can indeed be met. The development of the doctrine of inferences obtained in this way is analogous to the axiomatic development of a theory . Certain logical laws written down as formulas correspond here to the axioms , and operating on formulas externally according to fixed rules , that lead from the initial formulas to further ones , corresponds to contentual reasoning that usually leads from axioms to theorems .",,0,,0,states the relation of logic and contentual reasoning - this is similar to the Kantian doctrine of logic relating to general thought.,
-- generally[1] -- -- --,3,NYNNN,P_001028,B_0000P_1028,problemlogic.p.58,Y:3:1,-- generally[1] -- -- --,70,1,1.43,1,100,n.a.,--,Y:3:1,generally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:of the dictum de omni et nullo we need also the converse : "" what hold in each particular instance , also hold generally . "" furthermore , we have to take into account the particular judgment . it hold analogously : "" if a proposition a(x) be true of some object x , then there be an object of which it be true , and vice versa . ""","TOK:Of the dictum de omni et nullo we need also the converse : “ what holds in each particular instance , also holds generally . ” Furthermore , we have to take into account the particular judgment . It holds analogously : “ If a proposition A(x) is true of some object x , then there is an object of which it is true , and vice versa . ”",,-1,,-1,,
-- content[1] formalization[1] -- -- --,6,NYNNN,P_001032,B_0000P_1032,problemlogic.p.62,Y:3:2,-- content[1] formalization[1] -- -- --,117,2,1.71,2,100,n.a.,--,Y:3:2,content[1] formalization[1],n.a.,--,n.a.,--,n.a.,--,"LEM:accord to the aristotelian view , such a judgment presuppose that there be certain object with property s , and it be then claim that all these object have property p. this interpretation of the universal judgment , to which franz brentano in particular object from the side of philosophy , be admittedly quite correct . but it be suit neither for the purpose of theoretical science nor for the formalization of logic , since the implicit presupposition bring with it unnecessary complication . therefore we shall restrict the content of the judgment , "" all s be p , "" to the assertion , "" an object have property s have also property p . ""","TOK:According to the Aristotelian view , such a judgment presupposes that there are certain objects with property S , and it is then claimed that all these objects have property P. This interpretation of the universal judgment , to which Franz Brentano in particular objected from the side of philosophy , is admittedly quite correct . But it is suited neither for the purposes of theoretical science nor for the formalization of logic , since the implicit presupposition brings with it unnecessary complications . Therefore we shall restrict the content of the judgment , “ all S are P , ” to the assertion , “ an object having property S has also property P . ”",,-1,,-1,,
-- general[1] -- -- --,3,NYNNN,P_001035,B_0000P_1035,problemlogic.p.65,Y:3:1,-- general[1] -- -- --,52,1,1.92,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the derivation proceed , first , accord to the inference from the general to the particular , by deduce from ( x ) ( h(x) → mrt(x) ) the formula h(cajus) → mrt(cajus) . and this proposition together with h(cajus) yield accord to the schema of the hypothetical inference : mrt(cajus) .","TOK:The derivation proceeds , first , according to the inference from the general to the particular , by deducing from ( x ) ( H(x) → Mrt(x) ) the formula H(Cajus) → Mrt(Cajus) . And this proposition together with H(Cajus) yields according to the schema of the hypothetical inference : Mrt(Cajus) .",,-1,,-1,,
-- general[1] -- -- --,3,NYNNN,P_001038,B_0000P_1038,problemlogic.p.68,Y:3:1,-- general[1] -- -- --,59,1,1.69,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:a more general problem , which be also solve in mathematical logic , consist in find a decision procedure that allow one to determine whether a predicate formula be valid or not . in this way , one master reasoning in the domain of predicate , just as one master propositional logic with the decision procedure mention early .","TOK:A more general problem , which is also solved in mathematical logic , consists in finding a decision procedure that allows one to determine whether a predicate formula is valid or not . In this way , one masters reasoning in the domain of predicates , just as one masters propositional logic with the decision procedure mentioned earlier .",,-1,,-1,,
-- formal[1] formally[1] -- -- --,6,NYNNN,P_001041,B_0000P_1041,problemlogic.p.71,Y:3:2,-- formal[1] formally[1] -- -- --,61,2,3.28,2,100,n.a.,--,Y:3:2,formal[1] formally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the first extension consist in introduce a formal expression for "" x be the same object as y , "" or "" an object different from y . "" for this purpose the "" identity of x and y "" have to be formally represent as a particular relation , the property of which be to be formulate as axiom .","TOK:The first extension consists in introducing a formal expression for “ x is the same object as y , ” or “ an object different from y . ” For this purpose the “ identity of x and y ” has to be formally represented as a particular relation , the properties of which are to be formulated as axioms .",,-1,,-1,,
-- formal[1] -- -- --,3,NYNNN,P_001043,B_0000P_1043,problemlogic.p.73,Y:3:1,-- formal[1] -- -- --,121,1,0.83,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the most significant extension , however , be bring about by the circumstance that we be lead to consider predicate and relation themselves as object , just as we do in ordinary language when we say , for example , "" patience be a virtue . "" we can state property of predicate and relation , and furthermore , second order relation between predicate and also between relation . likewise , the form of universality and particularity can be apply with respect to predicate and relation . in this way we arrive at a logic of second order ; for its formal implementation the law of categorical reasoning have to be extend appropriately to the domain of predicate and relation .","TOK:The most significant extension , however , is brought about by the circumstance that we are led to consider predicates and relations themselves as objects , just as we do in ordinary language when we say , for example , “ patience is a virtue . ” We can state properties of predicates and relations , and furthermore , second order relations between predicates and also between relations . Likewise , the forms of universality and particularity can be applied with respect to predicates and relations . In this way we arrive at a logic of second order ; for its formal implementation the laws of categorical reasoning have to be extended appropriately to the domain of predicates and relations .",,-1,,-1,,
-- general[2] -- -- --,3,NYNNN,P_001044,B_0000P_1044,problemlogic.p.74,Y:3:1,-- general[2] -- -- --,141,1,0.71,2,50,n.a.,--,Y:3:1,general[2],n.a.,--,n.a.,--,n.a.,--,"LEM:the solution of the decision problem—which , incidentally , be here automatically subsume under a more general problem—present an enormous task for this enlarge range of logical relation result from the inclusion of relation and the other extension mention . its solution would mean that we have a method that permit we , at least in principle , to decide for any give mathematical proposition whether or not it be provable from a give list of axiom . as a matter of fact , we be far from have a solution of this problem . nevertheless , several important result of a very general character have be obtain in this area through the investigation of löwenheim and behmann ; in particular one succeed in completely solve the decision problem for predicate logic also in the case of second order logic .4","TOK:The solution of the decision problem—which , incidentally , is here automatically subsumed under a more general problem—presents an enormous task for this enlarged range of logical relation resulting from the inclusion of relations and the other extensions mentioned . Its solution would mean that we have a method that permits us , at least in principle , to decide for any given mathematical proposition whether or not it is provable from a given list of axioms . As a matter of fact , we are far from having a solution of this problem . Nevertheless , several important results of a very general character have been obtained in this area through the investigations of Löwenheim and Behmann ; in particular one succeeded in completely solving the decision problem for predicate logic also in the case of second order logic .4",,-1,,-1,,
-- general[1] -- -- --,3,NYNNN,P_001046,B_0000P_1046,problemlogic.p.76,Y:3:1,-- general[1] -- -- --,130,1,0.77,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:as yet i have not even mention concept formation . and , for lack of time , i cannot consider it in detail . i will just say this much : a truly penetrate logical analysis of concept formation become possible only on the basis of the theory of relation . only by mean of this theory one realize what kind of complicated combination of logical expression ( relation , existential proposition , etc. ) be conceal by short expression of ordinary language . such an analysis of concept formation have be initiate to a large extent , especially by bertrand russell , and it have lead to knowledge about general logical process of concept formation . the methodical understanding of science be be further considerably through their clarification .","TOK:As yet I have not even mentioned concept formation . And , for lack of time , I cannot consider it in detail . I will just say this much : a truly penetrating logical analysis of concept formation becomes possible only on the basis of the theory of relations . Only by means of this theory one realizes what kind of complicated combinations of logical expressions ( relations , existential propositions , etc. ) are concealed by short expressions of ordinary language . Such an analysis of concept formation has been initiated to a large extent , especially by Bertrand Russell , and it has led to knowledge about general logical processes of concept formation . The methodical understanding of science is being furthered considerably through their clarification .",,-1,,0,it touches on the relation between mathematics and logic - i.e. formal as general laws on combinations and the contentually most general - that to give an analysis of general content one has to rely on the formal as laws of combinations.,
-- formalism[1] -- -- --,3,NYNNN,P_001048,B_0000P_1048,problemlogic.p.78,Y:3:1,-- formalism[1] -- -- --,100,1,1,1,100,n.a.,--,Y:3:1,formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the resistance to mathematical logic be widespread , particularly among philosopher ; it has—apart from the reason mention at the beginning — also a principled one . many approve of have mathematic absorb into logic . but here one realize the opposite , namely , that the system of logic be absorb into mathematic . with respect to the mathematical formalism logic appear here as a specific interpretation and application , perfectly resemble the relation between , for example , the theory of electricity and mathematical analysis , when the former be treat accord to maxwell ' s theory .","TOK:The resistance to mathematical logic is widespread , particularly among philosophers ; it has—apart from the reasons mentioned at the beginning — also a principled one . Many approve of having mathematics absorbed into logic . But here one realizes the opposite , namely , that the system of logic is absorbed into mathematics . With respect to the mathematical formalism logic appears here as a specific interpretation and application , perfectly resembling the relation between , for example , the theory of electricity and mathematical analysis , when the former is treated according to Maxwell ’ s theory .",,-1,,-1,,
-- content[1] formal[1] general[1] generality[3] -- -- --,12,NYNNN,P_001049,B_0000P_1049,problemlogic.p.79,Y:3:4,-- content[1] formal[1] general[1] generality[3] -- -- --,125,4,3.2,6,66.67,n.a.,--,Y:3:4,content[1] formal[1] general[1] generality[3],n.a.,--,n.a.,--,n.a.,--,"LEM:that do not contradict the generality of logic , but rather the view that this generality be superordinate to that of mathematic . logic be about certain content that find application to any subject matter whatsoever , insofar as it be think about . mathematic , on the other hand , be about the most general law of any combination whatsoever . this be also a kind of high generality , namely , in the direction towards the formal . just as every thought , include the mathematical one , be subordinate to the law of logic , each structure , each manifold however primitive—and thus also the manifold give by the combination of sentence or part of sentences—must be subject to mathematical law .","TOK:That does not contradict the generality of logic , but rather the view that this generality is superordinate to that of mathematics . Logic is about certain contents that find application to any subject matter whatsoever , insofar as it is thought about . Mathematics , on the other hand , is about the most general laws of any combination whatsoever . This is also a kind of highest generality , namely , in the direction towards the formal . Just as every thought , including the mathematical ones , is subordinate to the laws of logic , each structure , each manifold however primitive—and thus also the manifold given by the combination of sentences or parts of sentences—must be subject to mathematical laws .",,0,formal as general in the direction of combination.,1,,TN/PI
-- contentual[1] formalism[1] -- -- --,6,NYNNN,P_001050,B_0000P_1050,problemlogic.p.80,Y:3:2,-- contentual[1] formalism[1] -- -- --,175,2,1.14,2,100,n.a.,--,Y:3:2,contentual[1] formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:if we want a logic free of mathematic , no theory at all would be leave , but only pure reflection on the most simple connection of meaning . such purely contentual considerations—which can be comprise under the name "" philosophical logic "" — be , in fact , indispensable and decisive as a starting point for the logical theory ; just as the purely physical consideration , serve as the starting point for a physical theory , constitute the fundamental intellectual achievement for that theory . but such consideration do not constitute fully the theory itself . its development require the mathematical formalism . exact systematic theory of a subject be , for sure , mathematical treatment , and it be in this sense that hilbert ' s dictum hold : "" anything at all that can be the object of scientific thought , as soon as it be ripe for the formation of a theory . . . will be part of mathematic . "" even logic can not escape this fate .","TOK:If we wanted a logic free of mathematics , no theory at all would be left , but only pure reflection on the most simple connections of meaning . Such purely contentual considerations—which can be comprised under the name “ philosophical logic ” — are , in fact , indispensable and decisive as a starting point for the logical theory ; just as the purely physical considerations , serving as the starting point for a physical theory , constitute the fundamental intellectual achievement for that theory . But such considerations do not constitute fully the theory itself . Its development requires the mathematical formalism . Exact systematic theory of a subject is , for sure , mathematical treatment , and it is in this sense that Hilbert ’ s dictum holds : “ Anything at all that can be the object of scientific thought , as soon as it is ripe for the formation of a theory . . . will be part of mathematics . ” Even logic can not escape this fate .",,1,,1,,TN
-- formal[1] generally[1] -- -- --,6,NYNNN,P_001051,B_0000P_1051,problemlogic.p.81,Y:3:2,-- formal[1] generally[1] -- -- --,134,2,1.49,2,100,n.a.,--,Y:3:2,formal[1] generally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:1 today these historical remark stand in need of correction . in the first place , the reducibility of all propositional connexion to a single one be already discover in the 19th century by charles s. peirce—to be sure , a fact which became more generally know only with the publication of his collect work in 1933 . far , it be not correct that the equivalence between propositional connective be not consider systematically in the old logic—to be sure , not in aristotelian logic , but in other greek school of philosophy . ( on this topic see the book formal logic ( vide [ ? ] ) . ) remark : this footnote , as well as the next three , be subsequent addition occasion by the republication of this lecture .","TOK:1 Today these historical remarks stand in need of correction . In the first place , the reducibility of all propositional connexions to a single one was already discovered in the 19th century by Charles S. Peirce—to be sure , a fact which became more generally known only with the publication of his collected works in 1933 . Further , it is not correct that the equivalences between propositional connectives were not considered systematically in the old logic—to be sure , not in Aristotelian logic , but in other Greek schools of philosophy . ( On this topic see the book Formal Logic ( vide [ ? ] ) . ) Remark : This footnote , as well as the next three , are subsequent additions occasioned by the republication of this lecture .",,-1,,-1,,
-- generally[1] -- -- --,3,NYNNN,P_001053,B_0000P_1053,problemlogic.p.83,Y:3:1,-- generally[1] -- -- --,18,1,5.56,1,100,n.a.,--,Y:3:1,generally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:c vide for the distinction between "" to hold generally "" and "" to be valid . """,TOK:c Vide for the distinction between “ to hold generally ” and “ to be valid . ”,,-1,,0,,
-- formalisierung[1] -- -- --,3,NYNNN,P_001056,B_0000P_1056,problemlogic.p.86,Y:3:1,-- formalisierung[1] -- -- --,46,1,2.17,1,100,n.a.,--,Y:3:1,formalisierung[1],n.a.,--,n.a.,--,n.a.,--,"LEM:e vide [ ? ] , p . 67 : "" die ' positive logik ' . . . , d . h . die formalisierung derjenigen logischen schlüsse , welche unabhängig sind von der voraussetzung , daß zu jeder aussage ein gegenteil existiert . ""","TOK:e Vide [ ? ] , p . 67 : “ Die ‘ positive Logik ’ . . . , d . h . die Formalisierung derjenigen logischen Schlüsse , welche unabhängig sind von der Voraussetzung , daß zu jeder Aussage ein Gegenteil existiert . ”",,-1,,-1,,
-- generally[1] -- -- --,3,NYNNN,P_001059,B_0000P_1059,problemlogic.p.89,Y:3:1,-- generally[1] -- -- --,67,1,1.49,1,100,n.a.,--,Y:3:1,generally[1],n.a.,--,n.a.,--,n.a.,--,"LEM:4 notice that one speak here of "" predicate logic "" in the sense of the distinction between predicate and relation . thus , what be mean here by "" predicate logic "" be what currently be mostly call the logic of monadic predicate . the logic of polyadic predicate be already generally undecidable for the first order case , as be show by alonzo church .","TOK:4 Notice that one speaks here of “ predicate logic ” in the sense of the distinction between predicates and relations . Thus , what is meant here by “ predicate logic ” is what currently is mostly called the logic of monadic predicates . The logic of polyadic predicates is already generally undecidable for the first order case , as was shown by Alonzo Church .",,-1,,-1,,
-- formal[2] -- -- --,3,NYNNN,P_001060,B_0000P_1060,thesesremarks.p.1,Y:3:1,-- formal[2] -- -- --,151,1,0.66,2,50,n.a.,--,Y:3:1,formal[2],n.a.,--,n.a.,--,n.a.,--,"LEM:abstract . – i. scientific philosophy and logical syntax . necessity of an interpretation . – ii . logic and mathematic . the kantian "" analytic "" - "" synthetic "" distinction be replace by a distinction be - tween "" formal "" and "" objective . "" concern mathematic and logic we focus especially on the objective side : in mathematic it consist in the existence of mathematical result independent of any formulation as a proposition and in the verificability of the arithmetical law , in logic it consist in the hide relation between expression and principle and certain trait of reality . – iii . arithmetic and geometry be distinguish in respect to consideration of what be discrete and what continuous . formal precision of intuitive mathematical concept . – iv . on the problematic of the foundation . reflection and remark concern the current state of research .","TOK:Abstract . – I. Scientific philosophy and logical syntax . Necessity of an interpretation . – II . Logic and mathematics . The Kantian “ analytic ” - “ synthetic ” distinction is replaced by a distinction be - tween “ formal ” and “ objective . ” Concerning mathematics and logic we focus especially on the objective side : in mathematics it consists in the existence of mathematical results independent of any formulation as a proposition and in the verificability of the arithmetical laws , in logic it consists in the hidden relation between expressions and principles and certain traits of reality . – III . Arithmetic and geometry are distinguished in respect to considerations of what is discrete and what continuous . Formal precision of intuitive mathematical concepts . – IV . On the problematic of the foundations . Reflections and remarks concerning the current state of research .",,0,,0,,
-- formalize[2] -- -- --,3,NYNNN,P_001063,B_0000P_1063,thesesremarks.p.4,Y:3:1,-- formalize[2] -- -- --,48,1,2.08,2,50,n.a.,--,Y:3:1,formalize[2],n.a.,--,n.a.,--,n.a.,--,"LEM:2 . syntax , as it be develop in carnap ' s book logical syntax of languagea follow hilbert ' s meta-mathematic , the investigation by the polish logician , and those by gödel on formalize language , consider the mathematical property of formalize language of science .","TOK:2 . Syntax , as it is developed in Carnap ’ s book Logical Syntax of Languagea following Hilbert ’ s meta-mathematics , the investigations by the Polish logicians , and those by Gödel on formalized languages , considers the mathematical properties of formalized languages of science .",,0,"formal as syntax, tells nothing about cotent",-1,,
-- formal[3] -- -- --,3,NYNNN,P_001064,B_0000P_1064,thesesremarks.p.5,Y:3:1,-- formal[3] -- -- --,78,1,1.28,3,33.33,n.a.,--,Y:3:1,formal[3],n.a.,--,n.a.,--,n.a.,--,"LEM:3 . if the syntax be to contain assertion , it must take place in an interpret language . if a formal definition be to serve to make a philosophical concept formation precise , then either the formal definition have to be provide with an interpretation or this more precise rendering be achieve indirectly by demand a syntactic property of the formal definition which itself have then to be determine in a way that can be interpret .","TOK:3 . If the syntax is to contain assertions , it must take place in an interpreted language . If a formal definition is to serve to make a philosophical concept formation precise , then either the formal definition has to be provided with an interpretation or this more precise rendering is achieved indirectly by demanding a syntactic property of the formal definition which itself has then to be determined in a way that can be interpreted .",,0,,-1,,
-- formal[1] -- -- --,3,NYNNN,P_001065,B_0000P_1065,thesesremarks.p.6,Y:3:1,-- formal[1] -- -- --,31,1,3.23,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:4 . that a formal language function as a syntax-language using , for instance , gödel ' s method of arithmetization , be base on the intuitive-concrete validity of arithmetic .","TOK:4 . That a formal language functions as a syntax-language using , for instance , Gödel ’ s method of arithmetization , is based on the intuitive-concrete validity of arithmetic .",,-1,,-1,,
-- formally[1] general[1] -- -- --,6,NYNNN,P_001067,B_0000P_1067,thesesremarks.p.8,Y:3:2,-- formally[1] general[1] -- -- --,90,2,2.22,2,100,n.a.,--,Y:3:2,formally[1] general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:its general formulation suffer from fundamental problem , the introduction of a different kind of distinction recommend itself , a distinction between "" formally "" and "" objectively "" motivated element of a theory , i . e . , between element ( term , axiom , mode of inference ) that be introduce for the sake of the elegance , the simplicity , and the rounding off of the system , and those that be introduce with regard to the matter of fact of the domain in question .","TOK:its general formulation suffers from fundamental problems , the introduction of a different kind of distinction recommends itself , a distinction between “ formally ” and “ objectively ” motivated elements of a theory , i . e . , between elements ( terms , axioms , modes of inference ) that are introduced for the sake of the elegance , the simplicity , and the rounding off of the system , and those that are introduced with regard to the matters of fact of the domain in question .",,0,To check: are these elements in the formal theory?,-1,,CP
-- formal[1] -- -- --,3,NYNNN,P_001068,B_0000P_1068,thesesremarks.p.9,Y:3:1,-- formal[1] -- -- --,20,1,5,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:remark . this distinction admittedly do not yield a sharp classification , since formal and objective motive can overlap .","TOK:Remark . This distinction admittedly does not yield a sharp classification , since formal and objective motives can overlap .",,0,formal and objective as define in P_001067,0,,
-- formalism[1] -- -- --,3,NYNNN,P_001070,B_0000P_1070,thesesremarks.p.11,Y:3:1,-- formalism[1] -- -- --,62,1,1.61,1,100,n.a.,--,Y:3:1,formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:3 . what be mathematical can not only be find in connection with the sentential formalism of logic , rather we find mathematical relation also in intuitable object ; in particular , we find mathematical relationship in all domain of the physical and the biological . — the independence of the mathematical from language have be emphasize in particular by brouwer .","TOK:3 . What is mathematical can not only be found in connection with the sentential formalism of logic , rather we find mathematical relations also in intuitable objects ; in particular , we find mathematical relationships in all domains of the physical and the biological . — The independence of the mathematical from language has been emphasized in particular by Brouwer .",,-1,,-1,,
-- formalism[1] -- -- --,3,NYNNN,P_001071,B_0000P_1071,thesesremarks.p.12,Y:3:1,-- formalism[1] -- -- --,69,1,1.45,1,100,n.a.,--,Y:3:1,formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:4 . we must acknowledge that numerical relation express objective fact . this become particularly clear in syntax : e . g . , if a formula a be derivable in a formalism f , then this be a fact which as such can be exhibit and verify explicitly . on the other hand , this derivability be represent in the language of syntax by a numerical relation .","TOK:4 . We must acknowledge that numerical relations express objective facts . This becomes particularly clear in syntax : e . g . , if a formula A is derivable in a formalism F , then this is a fact which as such can be exhibited and verified explicitly . On the other hand , this derivability is represented in the language of syntax by a numerical relation .",,0,the correspondence between syntax (form) and objective facts.,-1,,
-- general[1] -- -- --,3,NYNNN,P_001072,B_0000P_1072,thesesremarks.p.13,Y:3:1,-- general[1] -- -- --,84,1,1.19,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:we also have a way of check arithmetical statement of general form , e . g . , the statement that every whole number can be represent as the sum of four or few square can be confirm in a sense analogous to physical law , except that in the former case one be confront with a computational situation and in the latter case with an experimental one ; in both case a particular result to be obtain be predict by the law .","TOK:We also have a way of checking arithmetical statements of general form , e . g . , the statement that every whole number can be represented as the sum of four or fewer squares can be confirmed in a sense analogous to physical laws , except that in the former case one is confronted with a computational situation and in the latter case with an experimental one ; in both cases a particular result to be obtained is predicted by the law .",,-1,,-1,,Comp
-- formally[1] general[2] -- -- --,6,NYNNN,P_001073,B_0000P_1073,thesesremarks.p.14,Y:3:2,-- formally[1] general[2] -- -- --,79,2,2.53,3,66.67,n.a.,--,Y:3:2,formally[1] general[2],n.a.,--,n.a.,--,n.a.,--,"LEM:5 . in both the logic of ordinary language and symbolic logic we have formally and objectively motivated element side by side . an objective motivation be present in so far as the logical term and principle refer in part to certain very general characteristic of reality . in particular , paul hertz have point out this objective side of logic . f. gonseth also speak of logic as a general "" theorie de l ' objet . ""","TOK:5 . In both the logic of ordinary language and symbolic logic we have formally and objectively motivated elements side by side . An objective motivation is present in so far as the logical terms and principles refer in part to certain very general characteristics of reality . In particular , Paul Hertz has pointed out this objective side of logic . F. Gonseth also speaks of logic as a general “ theorie de l ’ objet . ”",,0,,1,One remark: note the distinction between general characteristics of reality and general characteristics of thought.,TN
-- formal[1] -- -- --,3,NYNNN,P_001077,B_0000P_1077,thesesremarks.p.18,Y:3:1,-- formal[1] -- -- --,145,1,0.69,1,100,n.a.,--,Y:3:1,formal[1],n.a.,--,n.a.,--,n.a.,--,"LEM:2 . it be advisable to distinguish between "" arithmetical "" and "" geometrical "" intuition not accord to spatial or temporal moment , but with regard to the distinction between discrete and continuous . accordingly , the representation of a figure that be compose of discrete part , in which the part themselves be consider either only in their relation to the whole figure or accord to certain coarser distinctive feature that have be specially single out , be arithmetical ; furthermore , the representation of a formal process that be perform with such a figure and that be consider only with regard to the change that it cause be likewise arithmetical . by contrast , the representation of continuous change , of continously variable magnitude , moreover topological representation , like those of the shape of line and plain , be geometrical .","TOK:2 . It is advisable to distinguish between “ arithmetical ” and “ geometrical ” intuition not according to spatial or temporal moments , but with regard to the distinction between discrete and continuous . Accordingly , the representation of a figure that is composed of discrete parts , in which the parts themselves are considered either only in their relation to the whole figure or according to certain coarser distinctive features that have been specially singled out , is arithmetical ; furthermore , the representation of a formal process that is performed with such a figure and that is considered only with regard to the change that it causes is likewise arithmetical . By contrast , the representations of continuous change , of continously variable magnitudes , moreover topological representations , like those of the shapes of lines and plains , are geometrical .",,-1,,-1,,
